cap-shape,cap-size,cap-surface,cap-color,bruises?,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,spore-hue,population,habitat,cals,fat,carbs,protein,label
knobbed,medium,grooves,yellow,no,pungent,descending,close,narrow,white,enlarging,rooted,fibrous,smooth,white,red,universal,orange,one,none,brown,yellow,clustered,leaves,low,medium,low,low,3
knobbed,small,smooth,yellow,bruises,musty,free,distant,narrow,orange,tapering,rhizomorphs,smooth,silky,orange,orange,universal,yellow,two,sheathing,brown,brown,clustered,paths,low,medium,medium,high,0
knobbed,small,grooves,red,bruises,musty,notched,distant,narrow,pink,enlarging,rhizomorphs,fibrous,fibrous,pink,pink,partial,brown,two,none,white,gray,solitary,waste,high,medium,high,medium,1
sunken,large,smooth,pink,bruises,none,attached,crowded,broad,pink,enlarging,equal,scaly,silky,yellow,gray,universal,white,none,none,white,white,numerous,paths,high,medium,medium,medium,3
flat,small,scaly,cinnamon,no,pungent,attached,close,narrow,gray,tapering,rhizomorphs,smooth,smooth,red,brown,partial,orange,two,pendant,chocolate,white,scattered,grasses,medium,medium,low,low,3
knobbed,small,scaly,red,bruises,musty,free,close,narrow,chocolate,tapering,rooted,silky,fibrous,red,yellow,universal,white,two,evanescent,white,red,several,paths,low,high,low,medium,0
bell,large,scaly,pink,no,almond,descending,close,narrow,purple,enlarging,rhizomorphs,silky,fibrous,brown,red,universal,brown,one,none,brown,green,solitary,urban,low,medium,medium,high,0
flat,medium,scaly,gray,bruises,pungent,notched,close,broad,purple,enlarging,rhizomorphs,silky,smooth,brown,gray,universal,white,one,evanescent,white,buff,clustered,urban,high,medium,medium,low,0
conical,large,smooth,gray,bruises,musty,descending,distant,narrow,purple,enlarging,cup,scaly,scaly,gray,orange,universal,white,one,evanescent,white,yellow,numerous,leaves,medium,medium,low,medium,3
conical,small,scaly,white,no,musty,free,distant,broad,pink,enlarging,club,scaly,silky,brown,red,universal,brown,one,none,chocolate,gray,abundant,grasses,medium,high,low,low,0
knobbed,medium,grooves,gray,bruises,none,descending,crowded,narrow,purple,enlarging,rhizomorphs,fibrous,fibrous,pink,pink,partial,brown,one,none,brown,gray,abundant,meadows,medium,high,high,medium,1
conical,large,smooth,white,no,musty,notched,crowded,broad,gray,enlarging,missing,scaly,silky,buff,gray,universal,yellow,one,none,orange,red,several,paths,high,high,medium,low,3
bell,large,smooth,green,no,almond,descending,distant,broad,green,tapering,rhizomorphs,smooth,silky,cinnamon,pink,universal,yellow,none,none,yellow,red,scattered,urban,low,medium,medium,high,1
knobbed,large,grooves,pink,bruises,anise,attached,distant,narrow,red,enlarging,rhizomorphs,smooth,scaly,gray,white,universal,white,one,none,black,yellow,solitary,leaves,high,medium,low,low,1
conical,small,scaly,brown,bruises,fishy,descending,crowded,broad,chocolate,enlarging,equal,smooth,scaly,buff,yellow,universal,yellow,none,large,chocolate,red,abundant,woods,low,high,low,low,0
conical,medium,smooth,yellow,bruises,musty,free,close,narrow,chocolate,tapering,rhizomorphs,silky,smooth,yellow,yellow,partial,brown,two,sheathing,white,cinnamon,several,meadows,low,medium,medium,high,0
flat,small,smooth,buff,bruises,fishy,notched,distant,narrow,red,tapering,equal,smooth,fibrous,brown,gray,partial,orange,two,flaring,orange,pink,several,leaves,medium,low,low,low,3
knobbed,large,smooth,green,bruises,foul,descending,crowded,broad,pink,tapering,rhizomorphs,smooth,silky,gray,pink,partial,brown,two,none,yellow,brown,scattered,grasses,high,low,low,high,1
flat,medium,smooth,green,bruises,pungent,free,crowded,broad,chocolate,enlarging,rooted,silky,fibrous,gray,yellow,partial,white,none,flaring,white,gray,clustered,leaves,medium,low,high,medium,2
flat,large,smooth,green,no,fishy,descending,distant,narrow,brown,tapering,rooted,smooth,smooth,orange,cinnamon,partial,orange,one,none,white,brown,clustered,woods,low,medium,low,high,1
bell,large,smooth,yellow,bruises,creosote,notched,close,broad,pink,tapering,club,scaly,silky,gray,gray,partial,orange,none,pendant,black,red,numerous,urban,low,low,low,medium,0
sunken,small,grooves,purple,bruises,foul,free,crowded,broad,orange,enlarging,rooted,smooth,scaly,orange,yellow,universal,white,one,pendant,orange,cinnamon,clustered,paths,medium,low,medium,low,0
conical,large,smooth,white,bruises,anise,notched,distant,broad,green,enlarging,rhizomorphs,fibrous,fibrous,white,gray,partial,brown,none,none,brown,gray,numerous,grasses,low,medium,high,low,1
bell,large,fibrous,yellow,bruises,musty,descending,close,narrow,buff,tapering,rooted,silky,fibrous,cinnamon,pink,universal,yellow,two,none,brown,yellow,abundant,woods,low,high,high,low,2
flat,large,fibrous,green,bruises,pungent,attached,close,broad,green,tapering,rhizomorphs,smooth,scaly,pink,pink,universal,yellow,one,evanescent,orange,yellow,clustered,leaves,high,medium,medium,high,2
convex,large,fibrous,cinnamon,no,spicy,free,close,broad,red,enlarging,missing,fibrous,scaly,cinnamon,orange,universal,orange,two,sheathing,purple,gray,clustered,waste,medium,medium,medium,medium,0
knobbed,small,scaly,buff,no,musty,notched,distant,narrow,buff,enlarging,missing,silky,fibrous,white,yellow,universal,brown,two,none,white,white,solitary,waste,medium,medium,high,medium,1
sunken,small,fibrous,gray,bruises,musty,free,distant,narrow,purple,tapering,bulbous,silky,scaly,yellow,pink,universal,yellow,one,flaring,purple,gray,several,paths,high,medium,medium,medium,0
conical,small,scaly,cinnamon,no,foul,notched,crowded,narrow,chocolate,enlarging,rhizomorphs,smooth,fibrous,buff,pink,partial,white,none,large,chocolate,brown,numerous,grasses,low,low,high,medium,0
conical,large,grooves,pink,no,none,descending,close,narrow,gray,enlarging,rhizomorphs,silky,fibrous,cinnamon,pink,universal,orange,one,none,white,gray,clustered,woods,medium,high,high,medium,1
flat,small,smooth,red,no,pungent,free,distant,broad,green,tapering,rooted,fibrous,fibrous,yellow,white,partial,orange,none,zone,white,cinnamon,solitary,meadows,low,medium,high,high,1
flat,small,fibrous,gray,no,none,descending,crowded,narrow,brown,enlarging,missing,smooth,scaly,gray,white,universal,yellow,two,flaring,black,gray,numerous,meadows,low,low,medium,high,2
knobbed,medium,grooves,brown,bruises,foul,attached,distant,narrow,pink,tapering,cup,scaly,smooth,brown,yellow,universal,brown,none,pendant,yellow,green,abundant,woods,medium,medium,low,medium,1
knobbed,medium,grooves,green,bruises,spicy,attached,close,narrow,white,tapering,missing,silky,silky,gray,yellow,partial,brown,none,zone,yellow,pink,solitary,waste,medium,medium,medium,high,0
convex,large,grooves,purple,bruises,anise,descending,distant,narrow,chocolate,enlarging,rhizomorphs,silky,scaly,red,buff,universal,yellow,none,none,white,buff,solitary,urban,medium,high,high,medium,1
conical,large,grooves,buff,no,foul,attached,close,broad,brown,enlarging,cup,scaly,silky,white,orange,partial,yellow,two,zone,purple,brown,scattered,grasses,medium,high,high,low,0
convex,small,scaly,buff,no,musty,descending,distant,narrow,buff,tapering,missing,silky,scaly,gray,brown,partial,white,one,none,green,brown,clustered,meadows,high,high,medium,low,0
sunken,small,grooves,brown,no,none,descending,distant,broad,brown,enlarging,rooted,silky,fibrous,yellow,cinnamon,universal,white,none,flaring,black,red,clustered,leaves,high,high,high,low,0
sunken,small,smooth,pink,bruises,none,descending,crowded,broad,orange,tapering,rooted,silky,smooth,red,gray,partial,brown,none,sheathing,white,brown,clustered,waste,medium,medium,medium,low,3
conical,medium,smooth,purple,bruises,musty,free,close,broad,black,tapering,bulbous,smooth,scaly,red,orange,partial,yellow,one,none,white,red,clustered,leaves,low,high,medium,high,2
convex,large,scaly,red,bruises,spicy,free,crowded,narrow,buff,enlarging,rhizomorphs,scaly,smooth,brown,white,universal,yellow,one,none,yellow,yellow,numerous,leaves,high,high,medium,medium,1
flat,small,scaly,red,bruises,none,free,crowded,narrow,green,enlarging,rooted,silky,smooth,brown,red,universal,orange,two,none,chocolate,yellow,scattered,woods,high,high,medium,medium,1
conical,small,fibrous,white,no,fishy,descending,crowded,broad,chocolate,enlarging,rhizomorphs,fibrous,smooth,pink,red,universal,yellow,one,none,purple,buff,abundant,waste,low,medium,high,high,0
bell,small,fibrous,yellow,bruises,spicy,descending,crowded,narrow,pink,enlarging,cup,scaly,scaly,pink,gray,universal,yellow,two,large,purple,cinnamon,scattered,meadows,medium,low,medium,high,3
knobbed,medium,scaly,cinnamon,bruises,pungent,notched,close,narrow,red,tapering,rhizomorphs,fibrous,silky,buff,cinnamon,universal,yellow,two,evanescent,yellow,buff,several,leaves,high,high,high,medium,3
knobbed,large,smooth,brown,no,none,descending,distant,narrow,green,tapering,cup,smooth,scaly,gray,cinnamon,universal,yellow,one,flaring,purple,purple,scattered,leaves,high,medium,high,medium,3
convex,medium,grooves,gray,bruises,pungent,free,close,broad,purple,tapering,cup,smooth,fibrous,orange,cinnamon,partial,orange,none,none,chocolate,white,clustered,grasses,high,low,low,high,2
flat,large,scaly,red,no,anise,free,close,broad,pink,tapering,missing,smooth,scaly,cinnamon,yellow,partial,orange,two,none,green,green,solitary,meadows,medium,low,medium,medium,1
flat,large,smooth,brown,bruises,none,notched,crowded,narrow,orange,tapering,equal,smooth,silky,yellow,gray,universal,brown,two,none,orange,green,solitary,grasses,low,low,high,low,3
conical,large,grooves,red,no,musty,free,close,narrow,black,enlarging,rooted,scaly,fibrous,gray,cinnamon,partial,white,none,flaring,green,brown,clustered,woods,high,low,high,high,2
convex,small,fibrous,gray,no,fishy,notched,crowded,broad,red,tapering,rhizomorphs,silky,silky,buff,red,partial,brown,one,none,buff,yellow,clustered,waste,medium,low,high,medium,2
convex,medium,grooves,brown,bruises,foul,descending,distant,broad,chocolate,enlarging,rooted,scaly,silky,pink,orange,partial,brown,none,large,green,buff,abundant,woods,low,medium,high,medium,2
knobbed,large,scaly,red,bruises,musty,descending,close,broad,gray,enlarging,equal,fibrous,fibrous,cinnamon,yellow,partial,brown,two,evanescent,green,green,abundant,leaves,low,high,medium,medium,0
sunken,medium,scaly,cinnamon,bruises,creosote,attached,crowded,broad,white,enlarging,rooted,scaly,smooth,buff,buff,partial,orange,none,zone,yellow,buff,several,woods,medium,high,low,high,2
conical,small,smooth,cinnamon,no,anise,descending,crowded,broad,green,tapering,cup,scaly,silky,brown,white,universal,yellow,one,large,brown,white,scattered,grasses,high,low,high,high,3
flat,medium,smooth,yellow,bruises,creosote,notched,crowded,narrow,chocolate,enlarging,bulbous,smooth,smooth,red,yellow,partial,white,none,zone,green,buff,scattered,urban,high,medium,low,high,0
flat,medium,smooth,gray,no,musty,notched,close,broad,chocolate,tapering,club,silky,silky,pink,brown,partial,white,none,pendant,orange,red,several,paths,medium,medium,medium,medium,0
sunken,medium,scaly,white,no,spicy,attached,distant,broad,black,enlarging,missing,fibrous,scaly,buff,orange,partial,yellow,one,zone,brown,gray,scattered,grasses,medium,low,medium,high,2
convex,small,scaly,green,bruises,musty,notched,crowded,broad,yellow,enlarging,rooted,silky,fibrous,orange,white,universal,orange,one,zone,yellow,green,numerous,woods,high,low,medium,medium,2
sunken,small,fibrous,brown,bruises,musty,descending,distant,narrow,green,enlarging,club,smooth,silky,white,brown,partial,white,two,evanescent,purple,brown,scattered,leaves,low,high,high,medium,0
flat,small,grooves,red,bruises,none,free,close,narrow,purple,tapering,missing,fibrous,fibrous,yellow,orange,universal,yellow,two,evanescent,white,purple,solitary,meadows,medium,low,medium,high,1
conical,medium,scaly,purple,bruises,spicy,attached,distant,narrow,green,enlarging,club,fibrous,scaly,white,white,partial,yellow,two,pendant,yellow,brown,numerous,leaves,high,low,low,high,3
flat,small,grooves,red,bruises,creosote,free,crowded,narrow,orange,enlarging,equal,smooth,fibrous,white,brown,universal,yellow,two,pendant,brown,purple,clustered,meadows,low,medium,medium,low,1
flat,small,scaly,white,bruises,pungent,descending,close,broad,purple,enlarging,rooted,silky,silky,gray,brown,universal,white,one,sheathing,buff,purple,several,leaves,medium,low,high,medium,2
bell,large,fibrous,purple,no,foul,notched,distant,broad,red,tapering,bulbous,silky,scaly,white,red,universal,white,none,none,green,pink,abundant,leaves,low,low,medium,low,3
flat,small,smooth,white,no,almond,notched,distant,narrow,white,enlarging,club,scaly,silky,yellow,red,partial,white,none,pendant,yellow,purple,several,urban,high,high,medium,high,1
convex,medium,grooves,gray,bruises,fishy,descending,close,broad,green,enlarging,rooted,silky,silky,white,gray,universal,white,one,pendant,black,yellow,numerous,woods,medium,medium,low,high,2
conical,large,grooves,buff,bruises,foul,descending,close,broad,brown,tapering,cup,scaly,scaly,orange,orange,partial,brown,none,evanescent,green,gray,numerous,leaves,medium,medium,high,high,2
knobbed,small,smooth,white,no,none,descending,distant,broad,white,tapering,club,smooth,smooth,brown,yellow,universal,orange,one,zone,yellow,buff,abundant,woods,high,medium,medium,high,1
flat,small,smooth,brown,no,pungent,attached,close,broad,green,tapering,rhizomorphs,scaly,smooth,yellow,red,partial,yellow,one,none,black,pink,clustered,leaves,medium,medium,medium,low,1
bell,small,smooth,white,bruises,pungent,notched,distant,narrow,orange,enlarging,rooted,silky,smooth,red,yellow,partial,brown,two,none,purple,purple,abundant,grasses,high,low,high,medium,0
knobbed,large,fibrous,cinnamon,bruises,almond,descending,crowded,narrow,brown,enlarging,rooted,scaly,silky,orange,gray,universal,orange,none,sheathing,orange,cinnamon,clustered,waste,medium,low,high,high,0
sunken,small,scaly,red,no,pungent,free,distant,narrow,buff,enlarging,rooted,fibrous,fibrous,yellow,buff,universal,white,two,zone,yellow,pink,several,meadows,low,high,medium,low,1
flat,small,scaly,brown,no,spicy,attached,crowded,broad,purple,enlarging,rooted,silky,silky,white,cinnamon,universal,white,one,sheathing,brown,gray,clustered,waste,high,low,high,high,0
flat,medium,grooves,green,bruises,creosote,descending,crowded,narrow,green,enlarging,rooted,scaly,scaly,red,red,universal,yellow,none,none,chocolate,cinnamon,scattered,grasses,high,high,medium,medium,3
sunken,small,smooth,gray,no,fishy,attached,crowded,narrow,pink,enlarging,rooted,fibrous,fibrous,pink,gray,partial,yellow,one,evanescent,white,yellow,clustered,woods,medium,high,medium,low,2
conical,small,scaly,gray,no,none,descending,distant,narrow,brown,enlarging,rooted,smooth,smooth,gray,orange,universal,yellow,one,sheathing,white,buff,solitary,woods,high,low,medium,low,2
flat,medium,grooves,gray,no,pungent,notched,distant,narrow,brown,tapering,bulbous,smooth,smooth,yellow,white,universal,orange,one,sheathing,green,gray,solitary,paths,high,high,high,medium,2
bell,medium,grooves,pink,bruises,fishy,descending,close,broad,chocolate,enlarging,club,smooth,scaly,gray,brown,universal,orange,none,zone,black,purple,scattered,paths,low,medium,medium,low,0
sunken,large,smooth,cinnamon,no,anise,free,close,broad,red,tapering,equal,fibrous,scaly,pink,pink,partial,yellow,none,none,chocolate,gray,scattered,leaves,high,low,medium,high,3
sunken,large,scaly,purple,bruises,creosote,free,close,narrow,brown,enlarging,rhizomorphs,fibrous,scaly,white,yellow,universal,brown,one,large,black,gray,solitary,meadows,medium,high,medium,medium,2
convex,medium,grooves,cinnamon,bruises,musty,free,distant,narrow,black,tapering,club,smooth,smooth,yellow,pink,partial,orange,two,flaring,green,buff,abundant,paths,high,high,high,low,0
flat,small,scaly,cinnamon,no,musty,free,distant,broad,buff,enlarging,equal,scaly,smooth,white,pink,universal,yellow,one,none,white,pink,abundant,meadows,high,high,low,high,1
flat,small,fibrous,white,bruises,foul,free,crowded,narrow,pink,tapering,rooted,fibrous,scaly,brown,pink,partial,yellow,one,pendant,black,purple,scattered,grasses,high,low,medium,low,3
flat,medium,smooth,buff,bruises,pungent,free,close,narrow,red,enlarging,club,scaly,smooth,brown,red,partial,white,none,flaring,white,brown,scattered,urban,high,medium,low,medium,2
bell,large,grooves,gray,bruises,almond,attached,close,narrow,orange,enlarging,missing,smooth,scaly,pink,red,universal,yellow,one,zone,orange,green,numerous,urban,low,low,low,high,0
sunken,medium,smooth,red,bruises,foul,attached,close,broad,gray,enlarging,rooted,fibrous,smooth,yellow,orange,partial,white,one,none,orange,red,scattered,woods,high,high,medium,low,2
flat,small,smooth,white,no,musty,notched,crowded,narrow,purple,tapering,missing,scaly,smooth,brown,red,partial,yellow,two,flaring,green,white,numerous,paths,low,high,high,low,0
flat,medium,scaly,yellow,bruises,musty,free,crowded,broad,purple,tapering,rooted,smooth,scaly,gray,buff,universal,yellow,two,none,brown,gray,numerous,woods,high,high,low,low,3
convex,small,smooth,brown,no,none,free,close,broad,purple,tapering,bulbous,silky,fibrous,gray,pink,partial,white,one,sheathing,white,yellow,solitary,grasses,medium,high,high,low,3
knobbed,medium,scaly,pink,no,foul,attached,distant,narrow,black,tapering,cup,smooth,fibrous,yellow,red,universal,white,none,none,black,yellow,solitary,paths,medium,high,high,high,3
flat,small,grooves,cinnamon,no,fishy,attached,close,narrow,black,tapering,rooted,smooth,scaly,white,white,partial,yellow,none,zone,orange,red,several,paths,low,low,low,low,2
knobbed,small,grooves,yellow,bruises,musty,descending,crowded,broad,black,tapering,missing,smooth,fibrous,gray,red,universal,white,two,large,purple,green,scattered,meadows,high,medium,low,high,3
conical,medium,fibrous,brown,no,musty,free,distant,broad,orange,enlarging,missing,scaly,fibrous,gray,cinnamon,partial,yellow,two,large,brown,red,solitary,urban,low,high,low,high,0
convex,large,grooves,yellow,no,foul,attached,distant,narrow,red,enlarging,rhizomorphs,smooth,smooth,yellow,orange,partial,yellow,one,zone,chocolate,brown,abundant,grasses,medium,medium,low,high,0
sunken,large,scaly,pink,bruises,pungent,attached,crowded,narrow,brown,tapering,rooted,scaly,scaly,white,gray,partial,yellow,none,sheathing,yellow,gray,numerous,grasses,low,low,high,high,2
knobbed,medium,grooves,white,no,none,notched,distant,narrow,red,enlarging,rooted,smooth,fibrous,yellow,pink,universal,white,two,zone,black,buff,abundant,waste,medium,high,medium,medium,0
bell,small,fibrous,green,no,foul,attached,crowded,narrow,white,tapering,club,fibrous,fibrous,brown,orange,partial,brown,one,evanescent,orange,brown,scattered,paths,high,medium,medium,low,0
convex,large,grooves,gray,bruises,foul,descending,close,broad,orange,tapering,rooted,scaly,fibrous,cinnamon,yellow,universal,brown,none,large,yellow,cinnamon,several,paths,high,low,low,high,0
sunken,medium,smooth,yellow,bruises,anise,notched,close,narrow,brown,tapering,rooted,scaly,smooth,orange,red,partial,yellow,two,evanescent,yellow,gray,clustered,woods,low,high,medium,high,2
flat,medium,grooves,cinnamon,no,almond,notched,crowded,narrow,white,tapering,missing,silky,smooth,orange,buff,partial,brown,two,flaring,purple,brown,numerous,paths,low,high,low,medium,0
knobbed,small,grooves,brown,bruises,creosote,notched,distant,narrow,buff,tapering,bulbous,smooth,fibrous,red,buff,universal,white,two,pendant,yellow,red,abundant,grasses,high,high,low,medium,1
convex,small,scaly,pink,no,fishy,notched,distant,narrow,red,tapering,cup,fibrous,scaly,red,cinnamon,universal,orange,one,pendant,buff,pink,numerous,waste,low,medium,high,high,2
flat,medium,grooves,red,no,anise,attached,distant,narrow,green,tapering,cup,silky,fibrous,gray,white,universal,orange,two,sheathing,white,gray,clustered,meadows,medium,low,high,medium,1
flat,medium,grooves,yellow,bruises,fishy,notched,crowded,broad,green,enlarging,rooted,silky,fibrous,gray,gray,universal,white,none,large,white,purple,numerous,woods,high,low,low,low,2
sunken,large,fibrous,brown,bruises,foul,free,crowded,narrow,red,tapering,cup,fibrous,fibrous,white,gray,universal,brown,two,large,green,pink,several,paths,low,low,medium,medium,0
conical,small,fibrous,green,bruises,fishy,notched,distant,broad,buff,tapering,club,fibrous,silky,buff,buff,universal,yellow,one,evanescent,white,green,abundant,woods,high,low,low,high,1
flat,medium,smooth,red,bruises,fishy,attached,crowded,broad,gray,tapering,equal,fibrous,smooth,gray,orange,partial,orange,none,none,buff,pink,numerous,paths,high,medium,low,medium,2
flat,medium,fibrous,green,no,anise,free,close,narrow,gray,tapering,rooted,silky,smooth,red,gray,partial,yellow,two,pendant,yellow,buff,several,woods,medium,medium,medium,high,2
convex,large,fibrous,yellow,bruises,pungent,notched,crowded,narrow,orange,enlarging,cup,silky,scaly,pink,buff,partial,yellow,none,sheathing,chocolate,green,several,meadows,high,medium,high,low,2
flat,large,grooves,cinnamon,bruises,fishy,descending,crowded,broad,orange,tapering,cup,fibrous,silky,orange,cinnamon,partial,yellow,two,none,white,yellow,clustered,leaves,high,high,high,medium,3
bell,small,grooves,cinnamon,no,none,free,crowded,broad,white,tapering,cup,scaly,scaly,orange,pink,partial,brown,two,none,black,brown,scattered,paths,medium,high,medium,medium,3
knobbed,small,fibrous,white,no,none,descending,distant,narrow,white,tapering,rooted,scaly,scaly,brown,white,universal,brown,two,none,green,gray,solitary,woods,high,low,medium,low,3
conical,small,smooth,red,bruises,none,notched,distant,broad,chocolate,tapering,cup,fibrous,silky,cinnamon,pink,universal,brown,none,none,orange,cinnamon,numerous,paths,high,high,medium,medium,3
flat,medium,scaly,red,no,spicy,free,close,narrow,white,enlarging,rooted,fibrous,smooth,cinnamon,buff,partial,white,none,zone,yellow,buff,scattered,woods,high,low,medium,medium,2
conical,large,grooves,pink,bruises,musty,free,close,broad,buff,enlarging,cup,silky,scaly,yellow,pink,partial,brown,two,flaring,white,green,several,waste,high,low,low,low,0
bell,large,smooth,brown,bruises,anise,notched,close,narrow,brown,enlarging,equal,silky,scaly,cinnamon,cinnamon,partial,brown,none,zone,brown,green,several,leaves,low,medium,medium,medium,2
convex,large,grooves,white,bruises,spicy,notched,close,narrow,red,enlarging,equal,fibrous,fibrous,white,red,universal,orange,none,sheathing,purple,red,clustered,woods,medium,low,low,medium,0
sunken,large,smooth,brown,no,none,notched,distant,narrow,black,tapering,equal,fibrous,smooth,white,brown,partial,yellow,none,large,black,gray,abundant,meadows,high,low,high,low,3
sunken,medium,fibrous,brown,no,almond,notched,crowded,narrow,brown,enlarging,rhizomorphs,scaly,fibrous,yellow,buff,universal,brown,one,none,white,red,numerous,leaves,medium,high,low,medium,1
conical,small,smooth,purple,bruises,creosote,notched,distant,broad,yellow,enlarging,bulbous,fibrous,scaly,yellow,red,partial,white,none,evanescent,black,green,solitary,waste,medium,medium,low,low,3
flat,medium,smooth,brown,bruises,spicy,free,crowded,broad,red,enlarging,club,smooth,fibrous,pink,buff,universal,orange,none,zone,orange,purple,abundant,meadows,high,medium,high,medium,0
bell,medium,fibrous,white,bruises,foul,free,close,narrow,green,tapering,missing,scaly,smooth,cinnamon,orange,universal,yellow,two,none,yellow,cinnamon,solitary,woods,medium,low,low,high,3
convex,medium,grooves,green,no,foul,free,distant,narrow,yellow,enlarging,rhizomorphs,fibrous,silky,cinnamon,white,universal,orange,one,sheathing,chocolate,purple,solitary,grasses,low,high,medium,medium,0
bell,small,grooves,yellow,no,anise,free,distant,narrow,yellow,enlarging,cup,smooth,smooth,pink,red,universal,orange,one,flaring,yellow,cinnamon,several,meadows,low,low,high,medium,1
bell,large,fibrous,purple,bruises,musty,descending,distant,broad,pink,enlarging,cup,silky,silky,cinnamon,cinnamon,partial,yellow,none,sheathing,black,red,solitary,grasses,high,high,high,low,0
flat,small,smooth,gray,no,almond,attached,close,broad,yellow,tapering,club,scaly,scaly,buff,orange,partial,yellow,two,sheathing,purple,red,scattered,grasses,medium,low,medium,low,3
conical,large,fibrous,buff,bruises,foul,descending,crowded,broad,purple,tapering,missing,silky,scaly,gray,buff,partial,orange,none,pendant,black,gray,several,paths,medium,high,low,low,0
sunken,large,fibrous,white,no,none,attached,crowded,broad,orange,tapering,missing,silky,scaly,yellow,red,universal,white,none,none,buff,green,several,woods,high,medium,high,high,3
flat,medium,grooves,pink,bruises,spicy,attached,crowded,broad,black,enlarging,cup,smooth,scaly,cinnamon,yellow,partial,orange,none,zone,purple,gray,scattered,paths,medium,high,medium,medium,2
flat,small,scaly,green,bruises,pungent,attached,close,broad,pink,tapering,bulbous,scaly,smooth,white,brown,partial,white,two,large,yellow,gray,abundant,grasses,medium,medium,medium,high,2
flat,small,grooves,white,no,fishy,notched,distant,narrow,green,enlarging,rooted,scaly,silky,white,orange,partial,yellow,two,large,white,gray,scattered,waste,high,high,high,low,3
conical,small,smooth,gray,no,almond,notched,distant,narrow,gray,enlarging,missing,scaly,fibrous,red,orange,partial,brown,two,zone,green,brown,scattered,meadows,medium,medium,medium,high,3
flat,small,fibrous,purple,bruises,fishy,attached,distant,narrow,green,tapering,club,fibrous,silky,red,red,partial,yellow,none,evanescent,brown,red,several,leaves,high,high,medium,low,2
bell,large,fibrous,white,bruises,fishy,attached,crowded,narrow,chocolate,tapering,club,fibrous,scaly,pink,white,universal,brown,two,none,buff,red,solitary,woods,high,medium,high,medium,3
flat,small,smooth,green,no,pungent,free,distant,broad,orange,tapering,rhizomorphs,fibrous,fibrous,white,red,partial,white,one,zone,black,gray,abundant,paths,low,high,low,medium,2
bell,medium,smooth,red,bruises,almond,free,distant,narrow,chocolate,tapering,rooted,smooth,fibrous,cinnamon,white,partial,brown,none,pendant,yellow,green,several,meadows,medium,low,low,low,1
flat,small,smooth,cinnamon,no,pungent,descending,crowded,narrow,brown,enlarging,rhizomorphs,silky,fibrous,gray,pink,universal,orange,one,none,buff,purple,clustered,waste,low,medium,low,medium,2
knobbed,small,smooth,buff,no,creosote,notched,crowded,broad,chocolate,tapering,missing,fibrous,silky,white,gray,universal,brown,none,none,brown,gray,abundant,leaves,high,low,low,medium,3
sunken,small,fibrous,brown,bruises,none,notched,close,broad,chocolate,tapering,club,smooth,fibrous,buff,yellow,partial,orange,none,zone,brown,cinnamon,several,leaves,low,high,medium,medium,3
flat,small,smooth,yellow,bruises,none,notched,crowded,narrow,orange,tapering,club,silky,fibrous,pink,cinnamon,partial,brown,two,large,buff,purple,numerous,paths,medium,medium,high,high,3
bell,small,smooth,gray,bruises,none,attached,distant,narrow,brown,tapering,rhizomorphs,fibrous,smooth,cinnamon,cinnamon,partial,white,none,zone,yellow,buff,solitary,leaves,high,medium,low,medium,3
convex,large,grooves,red,bruises,foul,free,distant,narrow,chocolate,enlarging,rhizomorphs,scaly,silky,brown,white,partial,yellow,two,evanescent,chocolate,red,solitary,meadows,high,low,medium,medium,1
knobbed,small,fibrous,white,bruises,almond,descending,distant,broad,brown,tapering,rhizomorphs,silky,smooth,buff,orange,partial,white,none,flaring,white,purple,solitary,grasses,low,low,low,high,1
bell,small,grooves,cinnamon,bruises,spicy,notched,crowded,broad,yellow,enlarging,equal,fibrous,fibrous,buff,buff,partial,orange,none,zone,chocolate,red,scattered,urban,high,low,high,low,3
convex,small,fibrous,brown,bruises,foul,attached,close,narrow,brown,enlarging,rooted,fibrous,smooth,red,gray,partial,yellow,two,pendant,purple,brown,several,woods,low,low,low,high,2
flat,medium,scaly,white,bruises,almond,free,distant,narrow,black,tapering,bulbous,fibrous,scaly,orange,yellow,universal,white,two,pendant,white,buff,several,meadows,medium,low,high,low,2
knobbed,small,grooves,purple,bruises,creosote,attached,crowded,narrow,buff,enlarging,rhizomorphs,scaly,fibrous,pink,pink,partial,white,none,large,black,pink,abundant,paths,low,low,high,low,0
convex,small,scaly,pink,bruises,musty,free,crowded,broad,brown,tapering,bulbous,fibrous,scaly,gray,cinnamon,universal,yellow,one,zone,purple,gray,clustered,woods,low,medium,low,high,2
sunken,small,smooth,pink,bruises,none,attached,close,narrow,black,tapering,cup,smooth,scaly,red,cinnamon,partial,brown,two,pendant,purple,yellow,scattered,woods,low,low,high,low,2
sunken,small,scaly,green,no,creosote,attached,crowded,narrow,chocolate,enlarging,rhizomorphs,fibrous,silky,pink,brown,partial,yellow,two,none,green,red,abundant,waste,medium,low,low,low,1
knobbed,medium,smooth,cinnamon,bruises,spicy,notched,crowded,broad,chocolate,enlarging,rooted,fibrous,fibrous,orange,gray,universal,orange,one,large,orange,pink,several,urban,low,high,high,low,0
